file_id,meta,left,node,right,freq,ttr,entropy,section
W_JPN_PTJ_B2_0_18,JPN,of students to have such,a long time,to study and improve their,34,0.615,0.929,top
W_ENS_SMK_XX2_19,ENS,"Japanese , it may be",a long time,before smoking is banned at,34,0.615,0.929,top
W_JPN_PTJ_B1_1_145,JPN,And other friend that has,a long time,job has no time to,34,0.615,0.929,top
W_JPN_SMK_A2_0_001,JPN,should put up with smoking,a long time,". Today , divide the",34,0.615,0.929,top
W_ENS_PTJ_XX1_070,ENS,I have thought so for,a long time,". Therefore , I have",34,0.615,0.929,top
W_JPN_PTJ_A2_0_035,JPN,rely on our parents for,a long time,", we should independent .",34,0.615,0.929,top
W_JPN_SMK_A2_0_057,JPN,who have smoked heavily for,a long time,depend on cigarette heavily and,34,0.615,0.929,top
W_JPN_SMK_A2_0_150,JPN,smokes on the seat for,a long time,", the seat has bad",34,0.615,0.929,top
W_JPN_SMK_A2_0_056,JPN,the bad smell remains for,a long time,. The bad smell cling,34,0.615,0.929,top
W_JPN_PTJ_A2_0_069,JPN,", we no longer have",a long time,for learning unknown things or,34,0.615,0.929,top
W_JPN_SMK_A2_0_120,JPN,they do not smoke for,a long time,", they will feel irritate",34,0.615,0.929,top
W_JPN_SMK_B1_1_175,JPN,they are healthy to live,a long time,". Furthermore , smoking does",34,0.615,0.929,top
W_ENS_PTJ_XX1_077,ENS,part time job for quite,a long time,. When I graduate with,34,0.615,0.929,top
W_ENS_SMK_XX1_055,ENS,what we should 've done,a long time,ago throughout the entire world,34,0.615,0.929,top
W_ENS_PTJ_XX3_16,ENS,'ve been doing it for,a long time,. I 've been working,34,0.615,0.929,top
W_JPN_SMK_B1_1_029,JPN,people who have smoked for,a long time,are likely to get a,34,0.615,0.929,top
W_ENS_PTJ_XX1_005,ENS,for the first time in,a long time,", I have n't been",34,0.615,0.929,top
W_ENS_SMK_XX1_021,ENS,relatives have been smoking for,a long time,", and so for them",34,0.615,0.929,top
W_ENS_SMK_XX1_073,ENS,he had health problems for,a long time,. Once he moved out,34,0.615,0.929,top
W_ENS_SMK_XX1_012,ENS,in restaurants for kind of,a long time,", and I think this",34,0.615,0.929,top
W_ENS_SMK_XX1_050,ENS,was mad at me for,a long time,simply for having something that,34,0.615,0.929,top
W_ENS_SMK_XX1_005,ENS,This has been coming for,a long time,actually and there have been,34,0.615,0.929,top
W_ENS_SMK_XX1_070,ENS,some people that smoke for,a long time,"and have no cancer ,",34,0.615,0.929,top
W_ENS_PTJ_XX3_29,ENS,while trying to study at,the same time,. The marketplace is a,34,0.615,0.929,top
W_JPN_PTJ_B1_1_007,JPN,tired to have job at,the same time,. I need time to,34,0.615,0.929,top
W_ENS_PTJ_XX2_33,ENS,to work and study at,the same time,", without creating a negative",34,0.615,0.929,top
W_ENS_PTJ_XX3_19,ENS,themselves educationally and economically at,the same time,.,34,0.615,0.929,top
W_ENS_PTJ_XX1_027,ENS,the college community while at,the same time,receiving compensation for their services,34,0.615,0.929,top
W_JPN_SMK_A2_0_106,JPN,are to be protected at,the same time,". To achieve it ,",34,0.615,0.929,top
W_ENS_SMK_XX2_19,ENS,all public places . At,the same time,", I think it is",34,0.615,0.929,top
W_ENS_PTJ_XX1_058,ENS,and still attend classes at,the same time,. Part time work should,34,0.615,0.929,top
W_JPN_PTJ_B1_1_120,JPN,take part time jobs at,the same time,", if we take them",34,0.615,0.929,top
W_ENS_PTJ_XX3_48,ENS,to work and study at,the same time,. They may even be,34,0.615,0.929,top
W_JPN_SMK_A2_0_009,JPN,eating and relax . At,the same time,", however , a restaurant",34,0.615,0.929,top
W_JPN_PTJ_B1_1_069,JPN,many guest come bar at,the same time,", workers become very busy",34,0.615,0.929,top
W_ENS_PTJ_XX1_014,ENS,be doing schoolwork all at,the same time,. I think I was,34,0.615,0.929,top
W_JPN_PTJ_A2_0_059,JPN,. But we are at,the same time,expected to be responsible about,34,0.615,0.929,top
W_JPN_PTJ_A2_0_029,JPN,is always exciting but at,the same time,we are worry many things,34,0.615,0.929,top
W_JPN_PTJ_B1_1_056,JPN,very hard and painful at,the same time,". Therefore , having a",34,0.615,0.929,top
W_JPN_PTJ_B2_0_10,JPN,things than older people in,the same time,. If we have a,34,0.615,0.929,top
W_JPN_PTJ_B2_0_06,JPN,"too . But , at",the same time,", I think it is",34,0.615,0.929,top
W_ENS_PTJ_XX1_091,ENS,to work and study at,the same time,. This applies to young,34,0.615,0.929,top
W_ENS_PTJ_XX1_082,ENS,and social life all at,the same time,", has benefit me every",34,0.615,0.929,top
W_JPN_SMK_A2_0_105,JPN,else is smoking . At,the same time,", some people become displeased",34,0.615,0.929,top
W_JPN_PTJ_A2_0_093,JPN,will very happy . At,the same time,they will notice how hard,34,0.615,0.929,top
W_ENS_PTJ_XX1_029,ENS,their schoolwork while at of,the same time,finding a way to have,34,0.615,0.929,top
W_JPN_SMK_B1_1_076,JPN,people can go there at,the same time,". For example , they",34,0.615,0.929,top
W_JPN_SMK_B2_0_17,JPN,"smokers make , and at",the same time,the scent sticks with our,34,0.615,0.929,top
W_ENS_SMK_XX1_085,ENS,they tend to smoke at,the same time,", and just before we",34,0.615,0.929,top
W_JPN_PTJ_B1_1_102,JPN,your forever treasure . At,the same time,", you do not have",34,0.615,0.929,top
W_JPN_SMK_B1_1_106,JPN,feel smokes and dinner at,the same time,", interest to our dinner",34,0.615,0.929,top
W_JPN_SMK_B1_1_007,JPN,has right not smoking at,the same time,. But non smoker 's,34,0.615,0.929,top
W_ENS_PTJ_XX3_44,ENS,can work and study at,the same time,because they are getting the,34,0.615,0.929,top
W_ENS_PTJ_XX1_014,ENS,also make some money at,the same time,". For me , a",34,0.615,0.929,top
W_JPN_SMK_B1_1_067,JPN,"smoke . However , at",the same time,", you get harm your",34,0.615,0.929,top
W_ENS_PTJ_XX3_13,ENS,in work at study at,the same time,. Added to this is,34,0.615,0.929,top
W_ENS_PTJ_XX1_074,ENS,gain valuable work experience while,the same time,making some spending money and,34,0.615,0.929,top
W_ENS_SMK_XX1_070,ENS,logical perspective it would be,a good idea,to ban smoking at restaurants,30,0.615,0.929,top
W_JPN_SMK_B1_1_131,JPN,Japan . Indeed it is,a good idea,to avoid the smoke .,30,0.615,0.929,top
W_JPN_SMK_B2_0_04,JPN,headache . So it 's,a good idea,"to separate smoking zone ,",30,0.615,0.929,top
W_ENS_SMK_XX1_081,ENS,Banning smoking on airplanes was,a good idea,because the second hand smoke,30,0.615,0.929,top
W_ENS_SMK_XX1_018,ENS,Japan would appear to be,a good idea,.,30,0.615,0.929,top
W_ENS_SMK_XX1_004,ENS,usually think that it is,a good idea,to ask us ( the,30,0.615,0.929,top
W_JPN_PTJ_B2_0_10,JPN,", I think it is",a good idea,to have a short term,30,0.615,0.929,top
W_ENS_SMK_XX1_015,ENS,", I think it is",a good idea,to ban smoking at restaurants,30,0.615,0.929,top
W_JPN_SMK_B2_0_10,JPN,in the country is really,a good idea,.,30,0.615,0.929,top
W_ENS_SMK_XX1_004,ENS,it would n't be such,a good idea,to ban smoking because the,30,0.615,0.929,top
W_ENS_PTJ_XX3_27,ENS,"students , it is perhaps",a good idea,for them to work part,30,0.615,0.929,top
W_ENS_PTJ_XX1_044,ENS,of them think it is,a good idea,. Many of them tell,30,0.615,0.929,top
W_ENS_SMK_XX1_024,ENS,I think it would be,a good idea,to ban smoking at all,30,0.615,0.929,top
W_ENS_SMK_XX1_041,ENS,they think it would be,a good idea,to ban smoking especially in,30,0.615,0.929,top
W_ENS_PTJ_XX3_06,ENS,do think that it is,a good idea,for students to get jobs,30,0.615,0.929,top
W_JPN_SMK_B1_1_177,JPN,statement . I have heard,a good idea,about this problem . This,30,0.615,0.929,top
W_ENS_SMK_XX1_001,ENS,n't think that it is,a good idea,for the Japanese government to,30,0.615,0.929,top
W_ENS_SMK_XX1_004,ENS,think that it would be,a good idea,to ask them .,30,0.615,0.929,top
W_JPN_SMK_B1_1_160,JPN,smoking seat . This is,a good idea,separate customers . The matter,30,0.615,0.929,top
W_ENS_SMK_XX2_17,ENS,restaurants in Japan would be,a good idea,", I do not think",30,0.615,0.929,top
W_JPN_SMK_B1_2_39,JPN,I think that it is,a good idea,. This is because smoking,30,0.615,0.929,top
W_JPN_SMK_B1_1_172,JPN,I think that it is,a good idea,that tables of the restaurant,30,0.615,0.929,top
W_ENS_SMK_XX3_21,ENS,"however , it is absolutely",a good idea,to ban smoking in restaurants,30,0.615,0.929,top
W_ENS_PTJ_XX1_080,ENS,several reasons why this is,a good idea,". Firstly , a college",30,0.615,0.929,top
W_ENS_SMK_XX1_063,ENS,that in general it is,a good idea,to ban smoking at restaurants,30,0.615,0.929,top
W_JPN_SMK_B2_0_05,JPN,this is consider to be,a good idea,and seems to have been,30,0.615,0.929,top
W_JPN_PTJ_A2_0_055,JPN,"longer , and may have",a good idea,about their social life .,30,0.615,0.929,top
W_JPN_SMK_B1_2_39,JPN,I think that it is,a good idea,to set smoking room .,30,0.615,0.929,top
W_ENS_PTJ_XX2_40,ENS,in college is important and,a good idea,", if students need the",30,0.615,0.929,top
W_ENS_PTJ_XX1_061,ENS,do not think it is,a good idea,for students that do not,30,0.615,0.929,top
W_JPN_SMK_A2_0_053,JPN,that I think so .,The first reason,is because I do n't,26,0.615,0.929,top
W_JPN_PTJ_B1_2_38,JPN,for the following reasons .,The first reason,is that college students can,26,0.615,0.929,top
W_JPN_SMK_B1_1_175,JPN,I have ??? reasons .,The first reason,is that smoking does harm,26,0.615,0.929,top
W_JPN_SMK_A2_0_013,JPN,reasons that I thought .,The first reason,is that I think that,26,0.615,0.929,top
W_JPN_PTJ_B1_1_073,JPN,I have three reasons .,The first reason,is that we are able,26,0.615,0.929,top
W_JPN_SMK_B1_1_054,JPN,restaurants in the country .,The first reason,is that people should have,26,0.615,0.929,top
W_JPN_PTJ_B1_2_02,JPN,are two main reasons .,The first reason,is that students should study,26,0.615,0.929,top
W_JPN_PTJ_A2_0_107,JPN,are three main reasons .,The first reason,is that many college students,26,0.615,0.929,top
W_JPN_SMK_A2_0_022,JPN,I have two reasons .,The first reason,is that smoking is harmful,26,0.615,0.929,top
W_JPN_SMK_B1_2_07,JPN,show you three reasons .,The first reason,is that restaurants should be,26,0.615,0.929,top
W_JPN_SMK_A2_0_066,JPN,I have two reasons .,The first reason,is that I think smoker,26,0.615,0.929,top
W_JPN_SMK_B1_1_046,JPN,smoking should be forbidden .,The first reason,is that the smell of,26,0.615,0.929,top
W_ENS_PTJ_XX1_088,ENS,statement for various reasons .,The first reason,is because studying costs a,26,0.615,0.929,top
W_JPN_PTJ_A2_0_039,JPN,why I think so .,The first reason,is that a part time,26,0.615,0.929,top
W_JPN_PTJ_B1_2_30,JPN,have the two reasons .,The first reason,is that we need money,26,0.615,0.929,top
W_JPN_SMK_B1_1_024,JPN,reasons to agree this .,The first reason,is that tobacco smoke makes,26,0.615,0.929,top
W_JPN_SMK_B1_1_003,JPN,to support this opinion .,The first reason,is for health . Under,26,0.615,0.929,top
W_JPN_PTJ_B1_1_158,JPN,a part time job .,The first reason,is that I think a,26,0.615,0.929,top
W_JPN_PTJ_B1_1_114,JPN,many reasons about that .,The first reason,is that we college students,26,0.615,0.929,top
W_JPN_PTJ_B1_1_143,JPN,why I think so .,The first reason,is that we can earn,26,0.615,0.929,top
W_JPN_PTJ_A2_0_082,JPN,there is some reason .,The first reason,is that they have known,26,0.615,0.929,top
W_JPN_PTJ_B1_1_119,JPN,necessary for college students .,The first reason,is that what is more,26,0.615,0.929,top
W_JPN_PTJ_A2_0_066,JPN,a part time job .,The first reason,is that the students can,26,0.615,0.929,top
W_JPN_PTJ_B1_2_07,JPN,a part time job .,The first reason,is that college students should,26,0.615,0.929,top
W_JPN_SMK_A2_0_150,JPN,I have three reasons .,The first reason,is passive smoking . The,26,0.615,0.929,top
W_JPN_SMK_B1_1_145,JPN,reasons I think so .,The first reason,is that cigarette smoke is,26,0.615,0.929,top
W_ENS_PTJ_XX1_063,ENS,around 20 hours which is,the upper limit,"for part time work ,",1,0.615,0.929,random
W_ENS_PTJ_XX1_088,ENS,this . College should be,a special time,in our lives when we,1,0.615,0.929,random
W_ENS_PTJ_XX1_092,ENS,as understanding the academics is,an important stage,when attending college . I,1,0.615,0.929,random
W_ENS_SMK_XX1_046,ENS,"Therefore , I submit that",the Japanese populace,should be patient until the,2,0.615,0.929,random
W_JPN_SMK_A2_0_029,JPN,"pizza or salad , all",the delicious smell,and such a fresh green,2,0.615,0.929,random
W_ENS_PTJ_XX1_011,ENS,I think we should enjoy,the little time,we have before we 're,1,0.615,0.929,random
W_JPN_PTJ_B1_1_079,JPN,"job , we would be",a social member,smoothly . First impression is,1,0.615,0.929,random
W_JPN_SMK_B1_1_032,JPN,It is impossible . In,the same way,", it is impossible to",26,0.615,0.929,random
W_ENS_SMK_XX2_25,ENS,While all of us have,an ethical duty,to care for all our,1,0.615,0.929,random
W_ENS_SMK_XX1_055,ENS,world . Japan could be,the first country,in the world to make,1,0.615,0.929,random
W_JPN_PTJ_A2_0_111,JPN,Doing part time jobs is,the large part,of college students duty .,1,0.615,0.929,random
W_ENS_SMK_XX1_003,ENS,help the health situation in,the long run,. Too bad if the,3,0.615,0.929,random
W_ENS_PTJ_XX2_17,ENS,". Secondly , College is",an important time,in the social and sexual,1,0.615,0.929,random
W_ENS_PTJ_XX1_040,ENS,pain . This is also,a basic concept,"of psychology . Therefore ,",1,0.615,0.929,random
W_ENS_PTJ_XX2_08,ENS,"everything they have , without",any REAL knowledge,of the costs . Nor,1,0.615,0.929,random
W_JPN_PTJ_A2_0_035,JPN,", to earn myself is",a first step,to independent . After graduate,3,0.615,0.929,random
W_ENS_PTJ_XX1_055,ENS,so I think it is,a good thing,for college students to have,15,0.615,0.929,random
W_ENS_SMK_XX1_046,ENS,when it is discussed in,the American context,will also lend themselves to,1,0.615,0.929,random
W_ENS_SMK_XX1_076,ENS,it is enough to discourage,the average smoker,from lighting up in a,2,0.615,0.929,random
W_JPN_SMK_B1_1_071,JPN,It is unfavorable situation .,The other reason,why I think so is,5,0.615,0.929,random
W_JPN_SMK_A2_0_150,JPN,issued the non smoking in,the public space,. So many countries are,9,0.615,0.929,random
W_ENS_SMK_XX3_18,ENS,so long to apply such,an ordinary rule,? It is blatantly obvious,1,0.615,0.929,random
W_JPN_SMK_B1_1_140,JPN,but stink for nonsmokers .,The second reason,is that smokers make flow,25,0.615,0.929,random
W_ENS_SMK_XX2_13,ENS,government is moving a t,a glacial pace,on this issue then it,1,0.615,0.929,random
W_ENS_SMK_XX1_045,ENS,. I think this is,a bad thing,", because it gives the",5,0.615,0.929,random
W_JPN_PTJ_A2_0_052,JPN,we have to work in,a complex society,". Then , the more",1,0.615,0.929,random
W_JPN_PTJ_B1_1_001,JPN,", I would not have",any common knowledge,", sense and friend .",1,0.615,0.929,random
W_JPN_PTJ_B2_0_04,JPN,"teacher , say , is",a typical job,for college students . Those,1,0.615,0.929,random
W_ENS_SMK_XX3_56,ENS,that second hand smoke is,a possible cause,for a range of life,1,0.615,0.929,random
W_ENS_SMK_XX1_100,ENS,whingeing killjoy nearby objects to,the heavenly result,of lighting up a fat,1,0.615,0.929,random
W_JPN_SMK_A2_0_151,JPN,Even if only I have,the bad smell,"of smoking , I am",11,0.615,0.929,random
W_ENS_PTJ_XX1_028,ENS,goals . This is just,a quick way,to make money and a,1,0.615,0.929,random
W_ENS_PTJ_XX3_52,ENS,experience or were working in,a non-relevant field,prior to graduation . In,1,0.615,0.929,random
W_JPN_SMK_B1_1_116,JPN,. For nonsmoker there is,no such troublesome,thing like this . If,1,0.615,0.929,random
W_JPN_PTJ_A2_0_111,JPN,is the practice to be,a respectable member,of society . They will,1,0.615,0.929,random
W_JPN_SMK_B1_1_178,JPN,large for the owners of,the restauran t,", although customers who hate",2,0.615,0.929,random
W_ENS_PTJ_XX3_26,ENS,"example , if they have",a strenuous job,"that makes them tired ,",1,0.615,0.929,random
W_ENS_PTJ_XX1_061,ENS,"performance in classes , as",any advanced degree,student will tell you .,1,0.615,0.929,random
W_JPN_SMK_A2_0_081,JPN,that you must eat such,a favorite food,in the bathroom of the,1,0.615,0.929,random
W_JPN_PTJ_A2_0_139,JPN,850 yen . It was,a rare case,for high school students .,1,0.615,0.929,random
W_JPN_SMK_A2_0_106,JPN,"right of smoking , in",the same way,", those who do not",26,0.615,0.929,random
W_JPN_SMK_B1_1_009,JPN,smoking during eating is not,a good manner,. At least during eating,4,0.615,0.929,random
W_JPN_SMK_B1_1_137,JPN,that smoking is allowed at,the public space,. Smoking has a bud,9,0.615,0.929,random
W_JPN_SMK_A2_0_120,JPN,without smoking . Smoke have,a bad effect,"on people , especially pregnant",5,0.615,0.929,random
W_ENS_SMK_XX3_50,ENS,"Japan , I see nearly",the same thing,as far as space goes,9,0.615,0.929,random
W_ENS_PTJ_XX2_14,ENS,needs to be subsidized by,a third party,", namely the government and",1,0.615,0.929,random
W_ENS_SMK_XX1_004,ENS,the Japanese people might feel,the same way,? I do n't know,26,0.615,0.929,random
W_JPN_SMK_A2_0_150,JPN,in all the restaurants .,The second reason,is that bad smell remains,25,0.615,0.929,random
W_JPN_PTJ_B1_1_062,JPN,is the best practice for,a full time,"job . Third , we",16,0.615,0.929,random
W_ENS_SMK_XX2_40,ENS,Japan and the rest of,the free world,are taking steps to decrease,2,0.615,0.929,random
W_ENS_PTJ_XX1_073,ENS,I can . This is,a good skill,that I simply did not,1,0.615,0.929,random
W_JPN_SMK_B1_1_046,JPN,smoke . I think that,the last reason,is the most important reason,1,0.615,0.929,random
W_ENS_PTJ_XX1_068,ENS,a first time job at,a local restaurant,". At first , it",1,0.615,0.929,random
W_JPN_SMK_A2_0_018,JPN,spaces where we can feel,this unusual time,well . In this way,1,0.615,0.929,random
W_ENS_PTJ_XX1_022,ENS,we begin to learn about,the real world,and the important topic of,25,0.615,0.929,random
W_JPN_PTJ_B1_1_146,JPN,"angry , But thaught me",the correct form,of cooking kindly . On,1,0.615,0.929,random
W_JPN_PTJ_B2_0_15,JPN,for college students to know,the real world,. It becomes useful for,25,0.615,0.929,random
W_JPN_PTJ_A2_0_136,JPN,. I think that is,the first step,to independence from parents .,2,0.615,0.929,random
W_JPN_PTJ_A2_0_077,JPN,be pleased at getting such,a good present,and our sentiment on them,1,0.615,0.929,random
W_ENS_SMK_XX1_012,ENS,because they want to have,a good time,and eat some food that,23,0.615,0.929,random
W_ENS_SMK_XX1_016,ENS,think that this has been,a good move,for our state . I,4,0.615,0.929,random
W_JPN_SMK_B1_1_084,JPN,only a cigarette could cause,a big fire,. Everyday many people eat,1,0.615,0.929,random
W_ENS_SMK_XX1_005,ENS,the bans and simply have,a public display,of all the medical evidence,1,0.615,0.929,random
W_ENS_PTJ_XX1_001,ENS,my fellow students are in,the same boat,and feel the same way,1,0.615,0.929,random
W_ENS_SMK_XX1_057,ENS,family or friend go through,a terrible period,of hospitalization and a prolonged,1,0.615,0.929,random
W_JPN_SMK_B1_1_099,JPN,of the pension coming from,the aging society,". Third , smokers have",1,0.615,0.929,random
W_JPN_SMK_B1_2_44,JPN,"The second , smoking has",a bad influence,upon environment . If smoking,19,0.615,0.929,random
W_JPN_PTJ_B1_1_091,JPN,"Moreover , college students have",a long summer,vacation and in that time,1,0.615,0.929,random
W_ENS_SMK_XX1_100,ENS,and in the company of,a beautiful woman,", is one of the",1,0.615,0.929,random
W_ENS_SMK_XX1_089,ENS,When Walter Raleigh first introduced,this aromatic leaf,to customers in the Olde,1,0.615,0.929,random
W_ENS_PTJ_XX1_092,ENS,ideas by being part of,the same dorm,gives you a permanent bond,1,0.615,0.929,random
W_JPN_PTJ_A2_0_034,JPN,people in the circle .,The large scale,costs money for club activity,1,0.615,0.929,random
W_ENS_SMK_XX1_075,ENS,think it is not such,a big deal,and Japan should go ahead,2,0.615,0.929,random
W_ENS_SMK_XX1_057,ENS,ban in restaurants may have,the unexpected affect,that business will increase as,1,0.615,0.929,random
W_JPN_SMK_B1_1_018,JPN,should be completely banned at,all public place,.,1,0.615,0.929,random
W_ENS_PTJ_XX3_14,ENS,For,a great variety,"of reasons , it is",1,0.615,0.929,random
W_ENS_SMK_XX1_062,ENS,a restaurant can make .,Any high class,restaurant that allows smoking just,1,0.615,0.929,random
W_JPN_SMK_B1_1_011,JPN,smoking is banned . At,a official place,", they think other people",1,0.615,0.929,random
W_JPN_PTJ_B1_1_081,JPN,"study . But , in",a long term,", we can regard the",2,0.615,0.929,random
W_ENS_SMK_XX3_20,ENS,restaurants in Japan may be,a good move,for the Japanese populace as,4,0.615,0.929,random
W_JPN_PTJ_A2_0_033,JPN,make a effort to get,a good job,. For these difficult activities,12,0.615,0.929,random
W_ENS_SMK_XX3_39,ENS,things to everybody which is,an impossible way,to run a business and,1,0.615,0.929,random
W_JPN_PTJ_B1_1_135,JPN,think part time job is,a great experience,for us . I am,3,0.615,0.929,random
W_JPN_PTJ_B1_1_083,JPN,"anyway , so it becomes",a good practice,and a useful information for,2,0.615,0.929,random
W_JPN_SMK_B1_2_03,JPN,benefit even for smokers in,a long term,aspect . From those all,2,0.615,0.929,random
W_JPN_SMK_A2_0_126,JPN,. Tobacco smoke gives us,any bad influence,". These days , several",4,0.615,0.929,random
W_ENS_SMK_XX2_34,ENS,the smokers ) gulp down,a massive steak,dinner along with a few,1,0.615,0.929,random
W_ENS_PTJ_XX1_061,ENS,things into their schedules .,The small amount,of money you can make,1,0.615,0.929,random
W_ENS_SMK_XX1_092,ENS,feel nauseas . Smoking in,a closed area,even if the restaurant has,1,0.615,0.929,random
W_JPN_PTJ_B1_1_160,JPN,essential things for engineer or,any other job,. To get them we,1,0.615,0.929,random
W_ENS_PTJ_XX3_20,ENS,Part - time jobs are,a fantastic way,to introduce students to the,1,0.615,0.929,random
W_ENS_SMK_XX1_031,ENS,. Ever since I was,a little girl,", my parents of have",3,0.615,0.929,random
W_JPN_PTJ_B1_2_06,JPN,statement . Now I am,the third grade,student of university . When,2,0.615,0.929,random
W_ENS_PTJ_XX1_031,ENS,and I think that in,the same way,I was able to learn,26,0.615,0.929,random
W_ENS_SMK_XX3_45,ENS,that way if they meet,the standard health,regulations related to food and,1,0.615,0.929,random
W_ENS_PTJ_XX3_21,ENS,- you-can drink deals at,the local bar,) is essential in acquiring,1,0.615,0.929,random
W_ENS_SMK_XX3_45,ENS,? A restaurant is usually,a private concern,and should be left that,1,0.615,0.929,random
W_ENS_PTJ_XX1_077,ENS,asset to me . In,the same way,", other college students may",26,0.615,0.929,random
W_JPN_SMK_B1_1_028,JPN,should be completely banned at,the entire restaurant,in Japan .,8,0.615,0.929,random
W_JPN_PTJ_A2_0_113,JPN,time job aggressively will have,a good influence,on them . Because by,1,0.615,0.929,random
W_ENS_PTJ_XX1_058,ENS,work part time are doing,a great thing,for themselves . By working,2,0.615,0.929,random
